tc_number;troncon_principal;km_segment;subdivision;mille;localisation;acces;juridiction;autorite_routiere;protection;trains_jour;vehicules_jour;voies_route;urbain;vmax_S1_kmh;vmax_S2_kmh;vmax_S3_kmh;bande_S1;bande_S2;bande_S3;intervention;dist_trace_m
19645;Ott-TO;72.97;Brockville - VIA;4.42;Kitley Line 1;Public;F;Rideau Lakes (ON);Active - FLBG;12;200;2;N;239.2;301.2;359.3;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.4
7972;MTL-TO;164.47;Kingston - CN;102.1;Broken 2nd Rd;Public;F;South Dundas (ON);Active - FLBG;40;199;2;N;211.8;266.6;318.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.4
140735;MTL-QC;94.39;Drummondville;101.68;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;200.5;252.5;301.2;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.4
4848;MTL-QC;96.75;Drummondville;98.72;Rue Notre-Dame;Public;F;Drummondville (QC);Active - FLBG;27;11010;2;Y;242.2;305.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);2.4
7961;MTL-TO;124.32;Kingston - CN;77.54;Wales Rd;Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;40;859;2;N;238.1;299.7;357.5;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.4
140688;MTL-QC;132.42;Drummondville;74.22;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
140757;MTL-QC;80.87;Drummondville;109.7;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
140636;MTL-QC;201.75;Drummondville;34.95;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
45914;MTL-Ott;104.19;Alexandria - VIA;25.88;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.2;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
8090;Ott-TO;236.47;Kingston - CN;204.27;Deseronto Rd (Cnty 10);Public;F;Lennox & Addington (Ontario);Active - FLBG;40;30;1;N;175.4;220.8;263.4;154-177;>201;>201;standard (municipal, ≤2 voies, non urbain);2.5
45947;MTL-Ott;151.27;Alexandria - VIA;58.8;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;360.0;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
8093;Ott-TO;241.69;Kingston - CN;209.02;Wymans Rd;Public;F;Tyendinaga (ON);Active - FLBG;40;300;2;N;213.7;269.1;321.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.5
46458;MTL-QC;16.82;St-Hyacinthe;62.18;Seigneurial Blvd;Public;F;St.-Bruno-De-Montarville (Quebec);Active - FLBG;55;9400;5;Y;198.6;250.1;298.3;178-201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);2.5
4843;MTL-QC;103.57;Drummondville;95.71;3Ième Rang Simpson;Public;F;Saint-Cyrille-de-Wendover (QC);Active - FLBG;27;1000;2;N;238.5;300.3;358.2;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.5
45912;MTL-Ott;103.22;Alexandria - VIA;25.05;Farm Field To Field (limited use WS with walk);Private;F;Private Road Authority #1;Active - FLB;14;2;1;N;93.1;117.2;139.8;≤153;≤153;≤153;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
140682;MTL-QC;140.14;Drummondville;71.0;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
4866;MTL-QC;57.09;Drummondville;124.95;Des Seigneurs Est;Public;F;MTQ.;Active - FLBG;27;9430;2;Y;239.4;301.4;359.5;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);2.5
140669;MTL-QC;151.98;Drummondville;64.85;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;160.1;201.5;240.4;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
140748;MTL-QC;80.87;Drummondville;107.06;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.5
779165;MTL-TO;215.43;Kingston - CN;134.1;Private;Private;F;Private Road Authority #1;Other;-;-;-;N;198.9;250.4;298.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
209;MTL-Ott;110.16;Alexandria - VIA;29.53;Cnty Rd 30  (Greenfield);Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;14;571;2;N;105.4;132.7;158.3;≤153;≤153;154-177;standard (municipal, ≤2 voies, non urbain);2.6
45804;Ott-TO;362.97;Kingston - CN;282.94;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;200.3;252.2;300.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
45010;MTL-QC;264.89;Bridge;12.21;Passage Pieton/Velo;Public;F;Québec (QC);Active - FLBG;13;1;1;Y;300.0;360.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);2.6
228;MTL-Ott;140.84;Alexandria - VIA;49.27;Route 500 W (Cnty 3);Public;F;Prescott & Russell (Ontario);Active - FLBG;17.5;4100;2;N;197.8;249.1;297.1;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.6
45710;MTL-TO;245.26;Kingston - CN;154.29;Farm Field;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;160.3;201.8;240.8;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
140705;MTL-QC;131.88;Drummondville;78.53;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;180.8;227.6;271.5;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
300507;MTL-TO;370.75;Kingston - CN;229.7;Hamiilton Rd  (Twp Rd);Public;F;Quinte West (ON);Active - FLBG;40;3563;2;N;199.0;250.6;298.9;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.6
140689;MTL-QC;132.42;Drummondville;74.47;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
140716;MTL-QC;121.71;Drummondville;84.22;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;128.1;161.3;192.4;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
45711;MTL-TO;252.6;Kingston - CN;155.45;Pykeview Dr.;Private;F;Private Road Authority #1;Active - FLB;40;10;1;N;160.2;201.7;240.5;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
140768;MTL-QC;58.44;Drummondville;123.0;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;159.2;200.5;239.1;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
50839;MTL-Ott;63.8;Alexandria - VIA;5.1;Farm Crossing;Private;F;Saint-Polycarpe (QC);Other;14;2;1;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
610808;MTL-QC;80.87;Drummondville;109.82;-;Private;F;Private Road Authority #1;Passive;27;2;1;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
45919;MTL-Ott;114.96;Alexandria - VIA;32.66;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;118.1;148.7;177.3;≤153;≤153;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.6
4865;MTL-QC;57.09;Drummondville;124.52;Rue Guy;Public;F;Saint-Hyacinthe (QC);Active - FLBG;27;2125;2;Y;239.4;301.4;359.5;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);2.7
8324;Ott-TO;417.05;Kingston - GO;315.94;Rodd Ave;Public;P;Pickering (ON);Active - FLBG;103;200;2;Y;166.8;210.0;250.5;154-177;>201;>201;complexe (urbain / multi-voies / autorité provinciale);2.7
45723;MTL-TO;256.33;Kingston - CN;159.01;Farm Crossing;Private;F;Kingston (ON);Passive;40;25;2;N;238.7;300.6;358.5;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
45650;MTL-TO;61.75;Kingston - CN;51.24;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;267.4;336.7;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
140727;MTL-QC;112.2;Drummondville;89.15;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;158.3;199.4;237.8;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
141136;MTL-Ott;59.82;Kingston - CN;36.51;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;304.0;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
8010;MTL-TO;240.16;Kingston - CN;149.87;Kyes Rd;Public;F;Leeds and the 1000 Isl. (ON);Active - FLBG;40;270;2;N;239.0;300.9;359.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.7
45938;MTL-Ott;139.16;Alexandria - VIA;48.12;-;Private;F;Private Road Authority #1;Passive;14;10;1;N;124.9;157.2;187.5;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
140656;MTL-QC;175.01;Drummondville;47.66;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
45806;Ott-TO;362.97;Kingston - CN;283.15;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;200.3;252.2;300.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
246;MTL-Ott;160.68;Alexandria - VIA;65.93;Boundary Rd (County Rd 41);Public;F;Ottawa (ON);Active - FLBG;17.5;3345;2;N;306.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.7
45677;MTL-TO;175.7;Kingston - CN;108.73;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;237.1;298.5;356.1;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
140690;MTL-QC;132.42;Drummondville;74.53;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
142567;MTL-QC;54.35;St-Hyacinthe;39.44;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;121.2;152.6;182.0;≤153;≤153;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
610805;MTL-QC;147.97;Drummondville;68.0;Privé;Private;F;Private Road Authority #1;Passive;27;2;1;N;238.6;300.4;358.4;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
8161;MTL-TO;388.28;Kingston - CN;244.42;Union Rd;Public;F;Cramahe (ON);Active - FLBG;40;150;2;N;193.6;243.7;290.7;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.7
45649;MTL-TO;61.75;Kingston - CN;51.0;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;267.4;336.7;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
140731;MTL-QC;108.15;Drummondville;92.82;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;159.3;200.5;239.2;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
213;MTL-Ott;117.27;Alexandria - VIA;34.48;Prince St (Maxville);Public;F;North Glengarry (ON);Active - FLBG;14;49;2;Y;130.4;164.2;195.9;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);2.7
241;MTL-Ott;160.68;Alexandria - VIA;61.7;Frank Kenny Rd;Public;F;Ottawa (ON);Active - FLBG;20;2000;2;N;306.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.7
4842;MTL-QC;107.62;Drummondville;93.77;4Ième Rang St-Hilaire;Public;F;Saint-Cyrille-de-Wendover (QC);Active - FLBG;27;2507;2;Y;207.0;260.7;310.9;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);2.7
7914;MTL-TO;46.39;Kingston - CN;29.2;Rte St-Fereol;Public;F;MTQ.;Active - FLBG;54;2700;2;Y;302.1;360.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);2.7
51500;MTL-QC;140.14;Drummondville;72.7;Ferme;Private;F;Private Road Authority #1;Passive;27;2;1;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
140641;MTL-QC;193.51;Drummondville;39.43;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.1;250.7;299.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
4858;MTL-QC;69.45;Drummondville;112.56;Rang St-Augustin;Public;F;Sainte-Hélène (QC);Active - FLBG;27;250;2;N;239.6;301.7;359.8;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);2.7
50944;MTL-Ott;103.3;Alexandria - VIA;25.3;Farm Crossing;Private;F;Unknown;Active - FLB;14;2;1;N;115.5;145.4;173.4;≤153;≤153;154-177;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.7
50841;MTL-Ott;63.8;Alexandria - VIA;5.75;Farm Crossing;Private;F;Saint-Polycarpe (QC);Other;14;2;1;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);2.8
